Mês/Ano,Razão Social,CNPJ,Região,Estado,Município,Produto,Quantidade (m³)
04/2021,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,ÓLEO DE PALMISTE,136
04/2021,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,ÓLEO DE SOJA (GLYCINE MAX),6134
04/2021,CARAMURU ALIMENTOS S.A.,00080671000371,CENTRO OESTE,Goiás,SAO SIMAO,ÓLEO DE SOJA (GLYCINE MAX),11111
04/2021,CARAMURU ALIMENTOS S.A.,00080671002153,CENTRO OESTE,Goiás,IPAMERI,ÓLEO DE SOJA (GLYCINE MAX),14335
04/2021,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,ÓLEO DE SOJA (GLYCINE MAX),29966
04/2021,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE SOJA (GLYCINE MAX),2248
04/2021,ADM DO BRASIL LTDA,02003402002461,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),20809
04/2021,ALIANCA BIOCOMBUSTIVEL LTDA,10737181000197,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),25
04/2021,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,ÓLEO DE SOJA (GLYCINE MAX),172
04/2021,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,08772264000175,CENTRO OESTE,Mato Grosso,VARZEA GRANDE,ÓLEO DE SOJA (GLYCINE MAX),275
04/2021,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,ÓLEO DE SOJA (GLYCINE MAX),6627
04/2021,BUNGE ALIMENTOS S/A,84046101054366,CENTRO OESTE,Mato Grosso,NOVA MUTUM,ÓLEO DE SOJA (GLYCINE MAX),14269
04/2021,CAIBIENSE GRAN VITA LTDA,75817163000756,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),2323
04/2021,CARAMURU ALIMENTOS S.A.,00080671002668,CENTRO OESTE,Mato Grosso,SORRISO,ÓLEO DE SOJA (GLYCINE MAX),7887
04/2021,COFCO INTERNATIONAL GRAINS LTDA.,29332398000226,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),29724
04/2021,COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DE FELIZ NATAL - COOPERFELIZ,08382761000167,CENTRO OESTE,Mato Grosso,FELIZ NATAL,ÓLEO DE SOJA (GLYCINE MAX),303
04/2021,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135,CENTRO OESTE,Mato Grosso,CUIABA,ÓLEO DE SOJA (GLYCINE MAX),12738
04/2021,CARGILL AGRICOLA S A,60498706029481,CENTRO OESTE,Mato Grosso do Sul,TRES LAGOAS,ÓLEO DE SOJA (GLYCINE MAX),20571
04/2021,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,ÓLEO DE SOJA (GLYCINE MAX),4515
04/2021,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,ÓLEO DE SOJA (GLYCINE MAX),11024
04/2021,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,ÓLEO DE SOJA (GLYCINE MAX),8658
04/2021,J APARECIDO DOS SANTOS,33931174000127,NORDESTE,Piauí,FLORIANO,ÓLEO DE SOJA (GLYCINE MAX),4353
04/2021,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,ÓLEO DE SOJA (GLYCINE MAX),15436
04/2021,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,ÓLEO DE SOJA (GLYCINE MAX),728
04/2021,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,ÓLEO DE SOJA (GLYCINE MAX),2671
04/2021,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,ÓLEO DE SOJA (GLYCINE MAX),1726
04/2021,PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,53309845000120,SUDESTE,São Paulo,ORLANDIA,ÓLEO DE SOJA (GLYCINE MAX),3223
04/2021,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000461,SUL,Paraná,MARIALVA,ÓLEO DE SOJA (GLYCINE MAX),23374
04/2021,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,ÓLEO DE SOJA (GLYCINE MAX),56140
04/2021,BIANCHINI SA INDUSTRIA COMERCIO E AGRICULTURA,87548020000260,SUL,Rio Grande do Sul,CANOAS,ÓLEO DE SOJA (GLYCINE MAX),24565
04/2021,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,02987873001056,SUL,Rio Grande do Sul,MUITOS CAPOES,ÓLEO DE SOJA (GLYCINE MAX),7127
04/2021,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,ÓLEO DE SOJA (GLYCINE MAX),23337
04/2021,CAMERA AGROALIMENTOS S.A,98248644002656,SUL,Rio Grande do Sul,IJUI,ÓLEO DE SOJA (GLYCINE MAX),14311
04/2021,FUGA COUROS SA,91302349001610,SUL,Rio Grande do Sul,CAMARGO,ÓLEO DE SOJA (GLYCINE MAX),4944
04/2021,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143,SUL,Rio Grande do Sul,CACHOEIRA DO SUL,ÓLEO DE SOJA (GLYCINE MAX),19281
04/2021,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),14988
04/2021,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,ÓLEO DE SOJA (GLYCINE MAX),19529
04/2021,TRES TENTOS AGROINDUSTRIAL SA,94813102001737,SUL,Rio Grande do Sul,IJUI,ÓLEO DE SOJA (GLYCINE MAX),19175
04/2021,ADM DO BRASIL LTDA,02003402004677,SUL,Santa Catarina,JOACABA,ÓLEO DE SOJA (GLYCINE MAX),11196
04/2021,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,OUTROS MATERIAIS GRAXOS,1688
04/2021,ALIANCA BIOCOMBUSTIVEL LTDA,10737181000197,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,OUTROS MATERIAIS GRAXOS,31
04/2021,COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DE FELIZ NATAL - COOPERFELIZ,08382761000167,CENTRO OESTE,Mato Grosso,FELIZ NATAL,OUTROS MATERIAIS GRAXOS,2714
04/2021,FIAGRIL LTDA,02734023000821,CENTRO OESTE,Mato Grosso,LUCAS DO RIO VERDE,OUTROS MATERIAIS GRAXOS,8742
04/2021,JBS S/A,02916265028099,CENTRO OESTE,Mato Grosso,CAMPO VERDE,OUTROS MATERIAIS GRAXOS,10398
04/2021,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,OUTROS MATERIAIS GRAXOS,9201
04/2021,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,OUTROS MATERIAIS GRAXOS,416
04/2021,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,OUTROS MATERIAIS GRAXOS,3693
04/2021,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,OUTROS MATERIAIS GRAXOS,337
04/2021,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,09267863000609,SUDESTE,São Paulo,SUMARE,OUTROS MATERIAIS GRAXOS,556
04/2021,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000461,SUL,Paraná,MARIALVA,OUTROS MATERIAIS GRAXOS,14286
04/2021,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,OUTROS MATERIAIS GRAXOS,10845
04/2021,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143,SUL,Rio Grande do Sul,CACHOEIRA DO SUL,OUTROS MATERIAIS GRAXOS,1658
04/2021,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,OUTROS MATERIAIS GRAXOS,1293
04/2021,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,OUTROS MATERIAIS GRAXOS,4555
03/2021,CARAMURU ALIMENTOS S.A.,00080671000371,CENTRO OESTE,Goiás,SAO SIMAO,ÁCIDO GRAXO DE ÓLEO DE SOJA,133
03/2021,CARAMURU ALIMENTOS S.A.,00080671002153,CENTRO OESTE,Goiás,IPAMERI,ÁCIDO GRAXO DE ÓLEO DE SOJA,73
03/2021,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,ÁCIDO GRAXO DE ÓLEO DE SOJA,444
03/2021,CAIBIENSE GRAN VITA LTDA,75817163000756,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÁCIDO GRAXO DE ÓLEO DE SOJA,394
03/2021,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,09267863000609,SUDESTE,São Paulo,SUMARE,ÁCIDO GRAXO DE ÓLEO DE SOJA,141
03/2021,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,GORDURA BOVINA,1474
03/2021,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,GORDURA BOVINA,180
03/2021,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,GORDURA BOVINA,1120
03/2021,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,GORDURA BOVINA,192
03/2021,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135,CENTRO OESTE,Mato Grosso,CUIABA,GORDURA BOVINA,520
03/2021,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,GORDURA BOVINA,647
03/2021,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,GORDURA BOVINA,7158
03/2021,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,GORDURA BOVINA,1131
03/2021,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,GORDURA BOVINA,112
03/2021,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,GORDURA BOVINA,6632
03/2021,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,GORDURA BOVINA,806
03/2021,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,GORDURA BOVINA,7042
03/2021,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,GORDURA BOVINA,8741
03/2021,FUGA COUROS SA,91302349001610,SUL,Rio Grande do Sul,CAMARGO,GORDURA BOVINA,7458
03/2021,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143,SUL,Rio Grande do Sul,CACHOEIRA DO SUL,GORDURA BOVINA,1704
03/2021,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,GORDURA BOVINA,8037
03/2021,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,GORDURA BOVINA,116
03/2021,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,GORDURA DE FRANGO,6
03/2021,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,GORDURA DE FRANGO,346
03/2021,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,GORDURA DE FRANGO,91
03/2021,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,GORDURA DE FRANGO,992
03/2021,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,GORDURA DE FRANGO,2957
03/2021,TRES TENTOS AGROINDUSTRIAL SA,94813102001737,SUL,Rio Grande do Sul,IJUI,GORDURA DE FRANGO,369
03/2021,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,GORDURA DE PORCO,633
03/2021,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,GORDURA DE PORCO,26
03/2021,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,GORDURA DE PORCO,111
03/2021,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,GORDURA DE PORCO,2952
03/2021,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,GORDURA DE PORCO,1216
03/2021,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,GORDURA DE PORCO,1074
03/2021,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,GORDURA DE PORCO,2306
03/2021,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1065
03/2021,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1326
03/2021,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),215
03/2021,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),644
03/2021,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),5184
03/2021,COFCO INTERNATIONAL GRAINS LTDA.,29332398000226,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),573
03/2021,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135,CENTRO OESTE,Mato Grosso,CUIABA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),220
03/2021,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),2018
03/2021,TRES TENTOS AGROINDUSTRIAL SA,94813102001737,SUL,Rio Grande do Sul,IJUI,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),41
03/2021,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,ÓLEO DE FRITURA USADO,28
03/2021,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,ÓLEO DE FRITURA USADO,124
03/2021,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,ÓLEO DE FRITURA USADO,150
03/2021,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,ÓLEO DE FRITURA USADO,1
03/2021,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,ÓLEO DE FRITURA USADO,3681
03/2021,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,ÓLEO DE FRITURA USADO,3648
03/2021,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,ÓLEO DE FRITURA USADO,208
03/2021,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,ÓLEO DE FRITURA USADO,22
03/2021,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143,SUL,Rio Grande do Sul,CACHOEIRA DO SUL,ÓLEO DE FRITURA USADO,29
03/2021,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,ÓLEO DE FRITURA USADO,244
03/2021,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,ÓLEO DE FRITURA USADO,855
03/2021,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,ÓLEO DE MILHO,39
03/2021,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,09267863000609,SUDESTE,São Paulo,SUMARE,ÓLEO DE MILHO,246
03/2021,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,4100
03/2021,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,984
03/2021,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,8280
03/2021,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,2215
03/2021,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,ÓLEO DE SOJA (GLYCINE MAX),7755
03/2021,CARAMURU ALIMENTOS S.A.,00080671000371,CENTRO OESTE,Goiás,SAO SIMAO,ÓLEO DE SOJA (GLYCINE MAX),15587
03/2021,CARAMURU ALIMENTOS S.A.,00080671002153,CENTRO OESTE,Goiás,IPAMERI,ÓLEO DE SOJA (GLYCINE MAX),15980
03/2021,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,ÓLEO DE SOJA (GLYCINE MAX),24620
03/2021,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE SOJA (GLYCINE MAX),2100
03/2021,ADM DO BRASIL LTDA,02003402002461,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),30086
03/2021,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,ÓLEO DE SOJA (GLYCINE MAX),115
03/2021,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,ÓLEO DE SOJA (GLYCINE MAX),3937
03/2021,BUNGE ALIMENTOS S/A,84046101054366,CENTRO OESTE,Mato Grosso,NOVA MUTUM,ÓLEO DE SOJA (GLYCINE MAX),14445
03/2021,CAIBIENSE GRAN VITA LTDA,75817163000756,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),2513
03/2021,CARAMURU ALIMENTOS S.A.,00080671002668,CENTRO OESTE,Mato Grosso,SORRISO,ÓLEO DE SOJA (GLYCINE MAX),7956
03/2021,COFCO INTERNATIONAL GRAINS LTDA.,29332398000226,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),30787
03/2021,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135,CENTRO OESTE,Mato Grosso,CUIABA,ÓLEO DE SOJA (GLYCINE MAX),12071
03/2021,CARGILL AGRICOLA S A,60498706029481,CENTRO OESTE,Mato Grosso do Sul,TRES LAGOAS,ÓLEO DE SOJA (GLYCINE MAX),21368
03/2021,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,ÓLEO DE SOJA (GLYCINE MAX),6221
03/2021,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,ÓLEO DE SOJA (GLYCINE MAX),8813
03/2021,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,ÓLEO DE SOJA (GLYCINE MAX),6818
03/2021,J APARECIDO DOS SANTOS,33931174000127,NORDESTE,Piauí,FLORIANO,ÓLEO DE SOJA (GLYCINE MAX),4177
03/2021,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,ÓLEO DE SOJA (GLYCINE MAX),7049
03/2021,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,ÓLEO DE SOJA (GLYCINE MAX),1626
03/2021,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,ÓLEO DE SOJA (GLYCINE MAX),2774
03/2021,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,ÓLEO DE SOJA (GLYCINE MAX),804
03/2021,PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,53309845000120,SUDESTE,São Paulo,ORLANDIA,ÓLEO DE SOJA (GLYCINE MAX),3122
03/2021,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000461,SUL,Paraná,MARIALVA,ÓLEO DE SOJA (GLYCINE MAX),24858
03/2021,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,ÓLEO DE SOJA (GLYCINE MAX),46829
03/2021,BIANCHINI SA INDUSTRIA COMERCIO E AGRICULTURA,87548020000260,SUL,Rio Grande do Sul,CANOAS,ÓLEO DE SOJA (GLYCINE MAX),28210
03/2021,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,02987873001056,SUL,Rio Grande do Sul,MUITOS CAPOES,ÓLEO DE SOJA (GLYCINE MAX),6551
03/2021,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,ÓLEO DE SOJA (GLYCINE MAX),25322
03/2021,CAMERA AGROALIMENTOS S.A,98248644002656,SUL,Rio Grande do Sul,IJUI,ÓLEO DE SOJA (GLYCINE MAX),10324
03/2021,FUGA COUROS SA,91302349001610,SUL,Rio Grande do Sul,CAMARGO,ÓLEO DE SOJA (GLYCINE MAX),4965
03/2021,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143,SUL,Rio Grande do Sul,CACHOEIRA DO SUL,ÓLEO DE SOJA (GLYCINE MAX),7798
03/2021,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),16955
03/2021,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,ÓLEO DE SOJA (GLYCINE MAX),20293
03/2021,TRES TENTOS AGROINDUSTRIAL SA,94813102001737,SUL,Rio Grande do Sul,IJUI,ÓLEO DE SOJA (GLYCINE MAX),23129
03/2021,ADM DO BRASIL LTDA,02003402004677,SUL,Santa Catarina,JOACABA,ÓLEO DE SOJA (GLYCINE MAX),11716
03/2021,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,OUTROS MATERIAIS GRAXOS,35
03/2021,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,OUTROS MATERIAIS GRAXOS,1766
03/2021,ALIANCA BIOCOMBUSTIVEL LTDA,10737181000197,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,OUTROS MATERIAIS GRAXOS,304
03/2021,COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DE FELIZ NATAL - COOPERFELIZ,08382761000167,CENTRO OESTE,Mato Grosso,FELIZ NATAL,OUTROS MATERIAIS GRAXOS,2792
03/2021,FIAGRIL LTDA,02734023000821,CENTRO OESTE,Mato Grosso,LUCAS DO RIO VERDE,OUTROS MATERIAIS GRAXOS,8583
03/2021,JBS S/A,02916265028099,CENTRO OESTE,Mato Grosso,CAMPO VERDE,OUTROS MATERIAIS GRAXOS,10902
03/2021,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,OUTROS MATERIAIS GRAXOS,6853
03/2021,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,OUTROS MATERIAIS GRAXOS,166
03/2021,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,OUTROS MATERIAIS GRAXOS,2505
03/2021,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,OUTROS MATERIAIS GRAXOS,818
03/2021,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,09267863000609,SUDESTE,São Paulo,SUMARE,OUTROS MATERIAIS GRAXOS,846
